id	product_type	quantity	price	upc	title	description	link	image_link	condition	weight
866	other		400	CRV-0132	Контейнер для хранения, 18,5 л [03002]	 	http://korzin.net/index.php?dispatch=products.view&product_id=866	http://korzin.net/images/product/0/CRV_03002_BIG.jpg	New	
865	other		730	CRV-0131	Контейнер для хранения Keeper, 30 л [02148]	 	http://korzin.net/index.php?dispatch=products.view&product_id=865	http://korzin.net/images/product/0/CRV_02148_BIG.jpg	New	
864	other		400	CRV-0130	Контейнер для хранения Keeper, 10 л [02147]	 	http://korzin.net/index.php?dispatch=products.view&product_id=864	http://korzin.net/images/product/0/CRV_02147_BIG.jpg	New	
1926	other		380	CRV-0281	Ящик для хранения Stockholm Balls, 6 л [04710-F07]	 	http://korzin.net/index.php?dispatch=products.view&product_id=1926	http://korzin.net/images/product/1/CRV_04710-F07_BIG.jpg	New	
1918	other		0	CRV-0288	Ящик для хранения Madrid Disney Princess, 20 л (снято с произв.) [04704-D33]	 	http://korzin.net/index.php?dispatch=products.view&product_id=1918	http://korzin.net/images/product/0/CRV_04704-D33_BIG.jpg	New	
1917	other		0	CRV-0287	Ящик для хранения Madrid Disney Winnie-the-Pooh, 20 л (снято с произв.) [04704-D58]	 	http://korzin.net/index.php?dispatch=products.view&product_id=1917	http://korzin.net/images/product/0/CRV_04704-D58_BIG.jpg	New	
659	other		340	PMB-0043	Этажерка угловая 3-секционная [C087]	 	http://korzin.net/index.php?dispatch=products.view&product_id=659	http://korzin.net/images/product/2/PMB_C087_BIG.jpg	New	
860	other		600	CRV-0129	Контейнер для хранения, 33 л [03000]	 	http://korzin.net/index.php?dispatch=products.view&product_id=860	http://korzin.net/images/product/0/CRV_03000_BIG.jpg	New	
216	other		130	CRV-0075	Корзина пластиковая ""Альфа"" 1, 31х18х11 см [15164]	Доступна в разных цветах:Серый, красный, синий, белый, желтый	http://korzin.net/index.php?dispatch=products.view&product_id=216	http://korzin.net/images/product/0/CRV_15164_BIG.jpg	New	
217	other		230	CRV-0076	Корзина пластиковая ""Альфа"" 2, 35х25х16 см [15165]	Доступна в разных цветах:Серый, красный, синий, белый, желтый	http://korzin.net/index.php?dispatch=products.view&product_id=217	http://korzin.net/images/product/0/CRV_15165_BIG.jpg	New	
218	other		270	CRV-0077	Корзина пластиковая ""Альфа"" 3, 41х30х16 см [15166]	Доступна в разных цветах:Серый, красный, синий, белый, желтый	http://korzin.net/index.php?dispatch=products.view&product_id=218	http://korzin.net/images/product/0/CRV_15166_BIG.jpg	New	
219	other		400	CRV-0078	Корзина пластиковая ""Альфа"" 4, 43х31х26 см [15167]	Доступна в разных цветах:Серый, красный, синий, белый, желтый	http://korzin.net/index.php?dispatch=products.view&product_id=219	http://korzin.net/images/product/0/CRV_15167_BIG.jpg	New	
220	other		810	CRV-0079	Корзина для белья, 45 л [00819]	Доступна в разных цветах	http://korzin.net/index.php?dispatch=products.view&product_id=220	http://korzin.net/images/product/0/CRV_00819_BIG.jpg	New	
222	other		900	CRV-0081	Корзина для белья Econom, 60 л (кремовая) [00820-058]	 	http://korzin.net/index.php?dispatch=products.view&product_id=222	http://korzin.net/images/product/0/CRV_00820-058_BIG.jpg	New	
223	other		730	CRV-0082	Корзина для белья Standart, 60 л [05017]	Доступна в разных цветах	http://korzin.net/index.php?dispatch=products.view&product_id=223	http://korzin.net/images/product/0/CRV_05017_BIG.jpg	New	
224	other		1000	CRV-0083	Корзина для белья Rattan Style, 40 л (коричневая) [00709-213]	Для этого товара возможна доставка в день заказа, уточняйте у оператора.	http://korzin.net/index.php?dispatch=products.view&product_id=224	http://korzin.net/images/product/0/CRV_00709-213_BIG.jpg	New	
225	other		1000	CRV-0084	Корзина для белья Rattan Style, 40 л (темно-коричневая) [00709-210]	Для этого товара возможна доставка в день заказа, уточняйте у оператора.	http://korzin.net/index.php?dispatch=products.view&product_id=225	http://korzin.net/images/product/0/CRV_00709-210_BIG.jpg	New	
226	other		1000	CRV-0085	Корзина для белья Rattan Style, 40 л (темно-серая) [00709-308]	Для этого товара возможна доставка в день заказа, уточняйте у оператора.	http://korzin.net/index.php?dispatch=products.view&product_id=226	http://korzin.net/images/product/0/CRV_00709-308_BIG.jpg	New	
227	other		1000	CRV-0086	Корзина для белья Rattan Style, 40 л (кремовая) [00709-885]	Для этого товара возможна доставка в день заказа, уточняйте у оператора.	http://korzin.net/index.php?dispatch=products.view&product_id=227	http://korzin.net/images/product/0/CRV_00709-885_BIG.jpg	New	
228	other		1200	CRV-0087	Корзина для белья Rattan Style, 60 л (коричневая) [00707-213]	Для этого товара возможна доставка в день заказа, уточняйте у оператора.	http://korzin.net/index.php?dispatch=products.view&product_id=228	http://korzin.net/images/product/0/CRV_00707-213_BIG.jpg	New	
229	other		1200	CRV-0088	Корзина для белья Rattan Style, 60 л (темно-коричневая) [00707-210]	Для этого товара возможна доставка в день заказа, уточняйте у оператора.	http://korzin.net/index.php?dispatch=products.view&product_id=229	http://korzin.net/images/product/0/CRV_00707-210_BIG.jpg	New	
230	other		1200	CRV-0089	Корзина для белья Rattan Style, 60 л (темно-серая) [00707-308]	Для этого товара возможна доставка в день заказа, уточняйте у оператора.	http://korzin.net/index.php?dispatch=products.view&product_id=230	http://korzin.net/images/product/0/CRV_00707-308_BIG.jpg	New	
231	other		1200	CRV-0090	Корзина для белья Rattan Style, 60 л (кремовая) [00707-885]	Для этого товара возможна доставка в день заказа, уточняйте у оператора.	http://korzin.net/index.php?dispatch=products.view&product_id=231	http://korzin.net/images/product/0/CRV_00707-885_BIG.jpg	New	
232	other		1100	CRV-0091	Корзина для белья Rattan Style круглая, 48 л (темно-коричневая) [00710-210]	Для этого товара возможна доставка в день заказа, уточняйте у оператора.	http://korzin.net/index.php?dispatch=products.view&product_id=232	http://korzin.net/images/product/0/CRV_00710-210_BIG.jpg	New	
233	other		1100	CRV-0092	Корзина для белья Rattan Style круглая, 48 л (кремовая) [00710-885]	Для этого товара возможна доставка в день заказа, уточняйте у оператора.	http://korzin.net/index.php?dispatch=products.view&product_id=233	http://korzin.net/images/product/0/CRV_00710-885_BIG.jpg	New	
234	other		710	CRV-0093	Корзина для глаженого белья Rattan Style, 45 л (кремовая) [00708-885]	Для этого товара возможна доставка в день заказа, уточняйте у оператора.	http://korzin.net/index.php?dispatch=products.view&product_id=234	http://korzin.net/images/product/0/CRV_00708-885_BIG.jpg	New	
235	other		710	CRV-0094	Корзина для глаженого белья Rattan Style, 45 л (коричневая) [00708-213]	Для этого товара возможна доставка в день заказа, уточняйте у оператора.	http://korzin.net/index.php?dispatch=products.view&product_id=235	http://korzin.net/images/product/0/CRV_00708-213_BIG.jpg	New	
236	other		710	CRV-0095	Корзина для глаженого белья Rattan Style, 45 л (темно-коричневая) [00708-210]	Для этого товара возможна доставка в день заказа, уточняйте у оператора.	http://korzin.net/index.php?dispatch=products.view&product_id=236	http://korzin.net/images/product/0/CRV_00708-210_BIG.jpg	New	
